t,s	E,V	I(E),mA
147.70	-1.05361	-3.2430e+01
147.90	-1.05348	-3.2286e+01
148.10	-1.05335	-3.2190e+01
148.30	-1.05296	-3.2063e+01
148.50	-1.05296	-3.1950e+01
148.70	-1.05270	-3.1815e+01
148.90	-1.05257	-3.1695e+01
149.10	-1.05244	-3.1617e+01
149.30	-1.05218	-3.1455e+01
149.50	-1.05192	-3.1363e+01
149.70	-1.05192	-3.1228e+01
149.90	-1.05166	-3.1120e+01
150.10	-1.05127	-3.0953e+01
150.30	-1.05101	-3.0861e+01
150.50	-1.05101	-3.0789e+01
150.70	-1.05088	-3.0607e+01
150.90	-1.05049	-3.0505e+01
151.10	-1.05023	-3.0379e+01
151.30	-1.05010	-3.0260e+01
151.50	-1.04997	-3.0112e+01
151.70	-1.04971	-3.0017e+01
151.90	-1.04945	-2.9916e+01
152.10	-1.04932	-2.9777e+01
152.30	-1.04906	-2.9711e+01
152.50	-1.04893	-2.9569e+01
152.70	-1.04867	-2.9445e+01
152.90	-1.04841	-2.9302e+01
153.10	-1.04828	-2.9212e+01
153.30	-1.04802	-2.9103e+01
153.50	-1.04789	-2.8939e+01
153.70	-1.04789	-2.8892e+01
153.90	-1.04750	-2.8719e+01
154.10	-1.04724	-2.8602e+01
154.30	-1.04711	-2.8468e+01
154.50	-1.04698	-2.8372e+01
154.70	-1.04672	-2.8250e+01
154.90	-1.04633	-2.8133e+01
155.10	-1.04607	-2.8026e+01
155.30	-1.04607	-2.7876e+01
155.50	-1.04581	-2.7783e+01
155.70	-1.04555	-2.7618e+01
155.90	-1.04542	-2.7524e+01
156.10	-1.04529	-2.7412e+01
156.30	-1.04503	-2.7275e+01
156.50	-1.04477	-2.7175e+01
156.70	-1.04451	-2.7015e+01
156.90	-1.04425	-2.6919e+01
157.10	-1.04412	-2.6780e+01
157.30	-1.04400	-2.6697e+01
157.50	-1.04374	-2.6554e+01
157.70	-1.04361	-2.6454e+01
157.90	-1.04335	-2.6389e+01
158.10	-1.04309	-2.6210e+01
158.30	-1.04296	-2.6129e+01
158.50	-1.04270	-2.5991e+01
158.70	-1.04244	-2.5869e+01
158.90	-1.04231	-2.5739e+01
159.10	-1.04205	-2.5653e+01
159.30	-1.04179	-2.5551e+01
159.50	-1.04166	-2.5404e+01
159.70	-1.04140	-2.5321e+01
159.90	-1.04140	-2.5205e+01
160.10	-1.04114	-2.5073e+01
160.30	-1.04088	-2.4911e+01
160.50	-1.04062	-2.4832e+01
160.70	-1.04036	-2.4736e+01
160.90	-1.04023	-2.4616e+01
161.10	-1.04010	-2.4497e+01
161.30	-1.03984	-2.4369e+01
161.50	-1.03971	-2.4294e+01
161.70	-1.03958	-2.4149e+01
161.90	-1.03945	-2.4041e+01
162.10	-1.03906	-2.3895e+01
162.30	-1.03880	-2.3782e+01
162.50	-1.03854	-2.3733e+01
162.70	-1.03841	-2.3548e+01
162.90	-1.03828	-2.3458e+01
163.10	-1.03802	-2.3338e+01
163.30	-1.03776	-2.3219e+01
163.50	-1.03750	-2.3097e+01
163.70	-1.03737	-2.2997e+01
163.90	-1.03711	-2.2899e+01
164.10	-1.03685	-2.2728e+01
164.30	-1.03672	-2.2594e+01
164.50	-1.03659	-2.2466e+01
164.70	-1.03633	-2.2402e+01
164.90	-1.03607	-2.2240e+01
165.10	-1.03594	-2.2155e+01
165.30	-1.03568	-2.2063e+01
165.50	-1.03555	-2.1933e+01
165.70	-1.03529	-2.1839e+01
165.90	-1.03503	-2.1696e+01
166.10	-1.03490	-2.1619e+01
166.30	-1.03464	-2.1467e+01
166.50	-1.03464	-2.1404e+01
166.70	-1.03438	-2.1290e+01
166.90	-1.03412	-2.1158e+01
167.10	-1.03399	-2.1064e+01
167.30	-1.03373	-2.0972e+01
167.50	-1.03360	-2.0864e+01
167.70	-1.03347	-2.0725e+01
167.90	-1.03321	-2.0638e+01
168.10	-1.03295	-2.0535e+01
168.30	-1.03282	-2.0422e+01
168.50	-1.03256	-2.0324e+01
168.70	-1.03243	-2.0189e+01
168.90	-1.03230	-2.0087e+01
169.10	-1.03217	-1.9968e+01
169.30	-1.03191	-1.9867e+01
169.50	-1.03165	-1.9739e+01
169.70	-1.03139	-1.9624e+01
169.90	-1.03114	-1.9564e+01
170.10	-1.03101	-1.9411e+01
170.30	-1.03088	-1.9315e+01
170.50	-1.03062	-1.9199e+01
170.70	-1.03049	-1.9112e+01
170.90	-1.03023	-1.8997e+01
171.10	-1.03010	-1.8895e+01
171.30	-1.02997	-1.8828e+01
171.50	-1.02971	-1.8645e+01
171.70	-1.02932	-1.8557e+01
171.90	-1.02919	-1.8423e+01
172.10	-1.02906	-1.8378e+01
172.30	-1.02880	-1.8227e+01
172.50	-1.02854	-1.8143e+01
172.70	-1.02841	-1.8022e+01
172.90	-1.02828	-1.7864e+01
173.10	-1.02802	-1.7791e+01
173.30	-1.02789	-1.7661e+01
173.50	-1.02763	-1.7553e+01
173.70	-1.02724	-1.7399e+01
173.90	-1.02711	-1.7341e+01
174.10	-1.02698	-1.7262e+01
174.30	-1.02698	-1.7141e+01
174.50	-1.02659	-1.7036e+01
174.70	-1.02646	-1.6872e+01
174.90	-1.02633	-1.6795e+01
175.10	-1.02607	-1.6658e+01
175.30	-1.02594	-1.6571e+01
175.50	-1.02568	-1.6467e+01
175.70	-1.02542	-1.6315e+01
175.90	-1.02529	-1.6243e+01
176.10	-1.02503	-1.6099e+01
176.30	-1.02477	-1.6018e+01
176.50	-1.02464	-1.5859e+01
176.70	-1.02451	-1.5765e+01
176.90	-1.02412	-1.5656e+01
177.10	-1.02399	-1.5498e+01
177.30	-1.02386	-1.5444e+01
177.50	-1.02347	-1.5267e+01
177.70	-1.02334	-1.5195e+01
177.90	-1.02308	-1.5078e+01
178.10	-1.02295	-1.4988e+01
178.30	-1.02282	-1.4869e+01
178.50	-1.02256	-1.4775e+01
178.70	-1.02243	-1.4655e+01
178.90	-1.02204	-1.4495e+01
179.10	-1.02191	-1.4425e+01
179.30	-1.02165	-1.4269e+01
179.50	-1.02152	-1.4213e+01
179.70	-1.02126	-1.4077e+01
179.90	-1.02113	-1.3962e+01
180.10	-1.02074	-1.3887e+01
180.30	-1.02061	-1.3727e+01
180.50	-1.02048	-1.3654e+01
180.70	-1.02022	-1.3507e+01
180.90	-1.01996	-1.3424e+01
181.10	-1.01970	-1.3290e+01
181.30	-1.01970	-1.3187e+01
181.50	-1.01918	-1.3093e+01
181.70	-1.01918	-1.2955e+01
181.90	-1.01879	-1.2886e+01
182.10	-1.01879	-1.2763e+01
182.30	-1.01866	-1.2675e+01
182.50	-1.01841	-1.2558e+01
182.70	-1.01815	-1.2470e+01
182.90	-1.01789	-1.2349e+01
183.10	-1.01776	-1.2223e+01
183.30	-1.01763	-1.2155e+01
183.50	-1.01737	-1.2039e+01
183.70	-1.01711	-1.1952e+01
183.90	-1.01698	-1.1811e+01
184.10	-1.01685	-1.1721e+01
184.30	-1.01659	-1.1641e+01
184.50	-1.01659	-1.1521e+01
184.70	-1.01620	-1.1466e+01
184.90	-1.01594	-1.1306e+01
185.10	-1.01581	-1.1214e+01
185.30	-1.01568	-1.1075e+01
185.50	-1.01542	-1.1009e+01
185.70	-1.01516	-1.0902e+01
185.90	-1.01516	-1.0808e+01
186.10	-1.01490	-1.0706e+01
186.30	-1.01451	-1.0589e+01
186.50	-1.01451	-1.0508e+01
186.70	-1.01425	-1.0382e+01
186.90	-1.01399	-1.0320e+01
187.10	-1.01386	-1.0205e+01
187.30	-1.01360	-1.0092e+01
187.50	-1.01347	-9.9983e+00
187.70	-1.01334	-9.8647e+00
187.90	-1.01295	-9.7912e+00
188.10	-1.01295	-9.6934e+00
188.30	-1.01269	-9.6030e+00
188.50	-1.01243	-9.4543e+00
188.70	-1.01230	-9.3753e+00
188.90	-1.01204	-9.3019e+00
189.10	-1.01178	-9.1889e+00
189.30	-1.01152	-9.1193e+00
189.50	-1.01152	-8.9744e+00
189.70	-1.01113	-8.8652e+00
189.90	-1.01100	-8.7598e+00
190.10	-1.01087	-8.6619e+00
190.30	-1.01048	-8.5829e+00
190.50	-1.01035	-8.4323e+00
190.70	-1.01009	-8.3758e+00
190.90	-1.00983	-8.2234e+00
191.10	-1.00983	-8.1217e+00
191.30	-1.00957	-8.0107e+00
191.50	-1.00931	-7.9335e+00
191.70	-1.00918	-7.8319e+00
191.90	-1.00892	-7.7001e+00
192.10	-1.00879	-7.6644e+00
192.30	-1.00853	-7.5081e+00
192.50	-1.00827	-7.4103e+00
192.70	-1.00814	-7.2879e+00
192.90	-1.00788	-7.2070e+00
193.10	-1.00775	-7.1279e+00
193.30	-1.00749	-6.9962e+00
193.50	-1.00723	-6.9134e+00
193.70	-1.00697	-6.7647e+00
193.90	-1.00684	-6.6611e+00
194.10	-1.00658	-6.5595e+00
194.30	-1.00645	-6.4691e+00
194.50	-1.00619	-6.3355e+00
194.70	-1.00593	-6.2583e+00
194.90	-1.00567	-6.1605e+00
195.10	-1.00542	-6.0099e+00
195.30	-1.00529	-5.9308e+00
195.50	-1.00503	-5.8292e+00
195.70	-1.00490	-5.7332e+00
195.90	-1.00451	-5.6297e+00
196.10	-1.00451	-5.5111e+00
196.30	-1.00425	-5.4452e+00
196.50	-1.00399	-5.2871e+00
196.70	-1.00386	-5.2194e+00
196.90	-1.00373	-5.1158e+00
197.10	-1.00334	-5.0424e+00
197.30	-1.00321	-4.8824e+00
197.50	-1.00282	-4.8297e+00
197.70	-1.00269	-4.7168e+00
197.90	-1.00256	-4.5851e+00
198.10	-1.00230	-4.5229e+00
198.70	-1.00165	-4.2021e+00
198.90	-1.00152	-4.1372e+00
199.10	-1.00139	-4.0121e+00
199.30	-1.00113	-3.9018e+00
199.50	-1.00087	-3.8304e+00
199.70	-1.00074	-3.7350e+00
199.90	-1.00061	-3.6432e+00
200.10	-1.00035	-3.5360e+00
200.30	-1.00022	-3.4889e+00
200.50	-0.99996	-3.3571e+00
200.70	-0.99983	-3.2910e+00
200.90	-0.99957	-3.1983e+00
201.10	-0.99944	-3.0665e+00
201.30	-0.99918	-3.0335e+00
201.50	-0.99905	-2.8922e+00
201.70	-0.99879	-2.8138e+00
201.90	-0.99853	-2.7113e+00
202.10	-0.99827	-2.6191e+00
202.30	-0.99814	-2.5500e+00
202.50	-0.99788	-2.4232e+00
202.70	-0.99775	-2.3796e+00
202.90	-0.99749	-2.2448e+00
203.10	-0.99723	-2.1677e+00
203.30	-0.99697	-2.0490e+00
203.50	-0.99684	-1.9708e+00
203.70	-0.99671	-1.8640e+00
203.90	-0.99645	-1.7552e+00
204.10	-0.99619	-1.7483e+00
204.30	-0.99606	-1.5951e+00
204.50	-0.99580	-1.5330e+00
204.70	-0.99567	-1.4274e+00
204.90	-0.99541	-1.3563e+00
205.10	-0.99528	-1.2570e+00
205.30	-0.99528	-1.1667e+00
205.50	-0.99502	-1.0990e+00
205.70	-0.99463	-9.6811e-01
205.90	-0.99450	-8.7517e-01
206.10	-0.99437	-7.5193e-01
206.30	-0.99411	-6.9770e-01
206.50	-0.99385	-5.8363e-01
206.70	-0.99359	-5.1126e-01
206.90	-0.99346	-4.5909e-01
207.50	-0.99281	-1.9599e-01
207.70	-0.99255	-1.0660e-01
208.30	-0.99230	4.8046e-02
208.90	-0.99165	4.1744e-01
209.10	-0.99139	5.0728e-01
209.70	-0.99074	7.8410e-01
209.90	-0.99074	8.9705e-01
210.10	-0.99048	9.5969e-01
210.30	-0.99035	1.0826e+00
210.50	-0.99009	1.1310e+00
210.70	-0.98996	1.2413e+00
210.90	-0.98983	1.3187e+00
211.10	-0.98970	1.3924e+00
211.30	-0.98944	1.5183e+00
211.50	-0.98931	1.5744e+00
211.70	-0.98918	1.6954e+00
211.90	-0.98905	1.7632e+00
212.10	-0.98879	1.8803e+00
212.30	-0.98866	1.9456e+00
212.50	-0.98853	2.0656e+00
212.70	-0.98840	2.1580e+00
212.90	-0.98814	2.2341e+00
213.10	-0.98788	2.3721e+00
213.30	-0.98762	2.4357e+00
213.50	-0.98762	2.5410e+00
213.70	-0.98749	2.6365e+00
213.90	-0.98723	2.6984e+00
214.10	-0.98697	2.7751e+00
214.30	-0.98684	2.8368e+00
214.50	-0.98671	2.9658e+00
214.70	-0.98658	3.0328e+00
214.90	-0.98645	3.1676e+00
215.10	-0.98619	3.2093e+00
215.30	-0.98593	3.3341e+00
215.50	-0.98580	3.3855e+00
215.70	-0.98554	3.4756e+00
215.90	-0.98528	3.6003e+00
216.10	-0.98515	3.6548e+00
216.30	-0.98489	3.7621e+00
216.50	-0.98476	3.8176e+00
216.70	-0.98463	3.9508e+00
216.90	-0.98437	4.0310e+00
217.10	-0.98411	4.0978e+00
217.30	-0.98398	4.2210e+00
217.50	-0.98385	4.2618e+00
217.70	-0.98359	4.3970e+00
217.90	-0.98333	4.4443e+00
218.10	-0.98307	4.5677e+00
218.30	-0.98307	4.6541e+00
218.50	-0.98268	4.7283e+00
218.70	-0.98255	4.8188e+00
218.90	-0.98229	4.8931e+00
219.10	-0.98203	5.0290e+00
219.30	-0.98190	5.0792e+00
219.50	-0.98164	5.1863e+00
219.70	-0.98151	5.2497e+00
219.90	-0.98125	5.3421e+00
220.10	-0.98112	5.4343e+00
220.30	-0.98086	5.5130e+00
220.90	-0.98021	5.9177e+00
221.10	-0.98008	5.9873e+00
221.30	-0.97982	6.0475e+00
221.50	-0.97956	6.1642e+00
221.70	-0.97931	6.2395e+00
221.90	-0.97918	6.3732e+00
222.10	-0.97892	6.4635e+00
222.30	-0.97879	6.5501e+00
222.50	-0.97853	6.6066e+00
222.70	-0.97840	6.6931e+00
222.90	-0.97827	6.7967e+00
223.10	-0.97801	6.8418e+00
223.30	-0.97762	7.0056e+00
223.50	-0.97749	7.0639e+00
223.70	-0.97736	7.1599e+00
223.90	-0.97710	7.2559e+00
224.10	-0.97684	7.3387e+00
224.30	-0.97684	7.4366e+00
224.50	-0.97658	7.5194e+00
224.70	-0.97632	7.6644e+00
224.90	-0.97606	7.7283e+00
225.10	-0.97593	7.8206e+00
225.30	-0.97567	7.8770e+00
225.50	-0.97554	7.9919e+00
225.70	-0.97554	8.0728e+00
225.90	-0.97528	8.1387e+00
226.10	-0.97502	8.2610e+00
226.30	-0.97489	8.3231e+00
226.50	-0.97476	8.4210e+00
226.70	-0.97450	8.4869e+00
226.90	-0.97424	8.6450e+00
227.10	-0.97411	8.7222e+00
227.30	-0.97398	8.7861e+00
227.50	-0.97372	8.9179e+00
227.70	-0.97359	9.0120e+00
227.90	-0.97333	9.1268e+00
228.10	-0.97320	9.2021e+00
228.30	-0.97307	9.3038e+00
228.50	-0.97294	9.3903e+00
228.70	-0.97268	9.4844e+00
228.90	-0.97255	9.5823e+00
229.10	-0.97229	9.6708e+00
229.30	-0.97216	9.7988e+00
229.50	-0.97190	9.8778e+00
229.70	-0.97151	1.0040e+01
229.90	-0.97138	1.0091e+01
230.10	-0.97112	1.0181e+01
230.30	-0.97099	1.0284e+01
230.50	-0.97073	1.0301e+01
230.70	-0.97047	1.0488e+01
230.90	-0.97021	1.0559e+01
231.10	-0.97008	1.0682e+01
231.30	-0.96982	1.0734e+01
231.50	-0.96969	1.0868e+01
231.70	-0.96943	1.0958e+01
231.90	-0.96917	1.1026e+01
232.10	-0.96891	1.1177e+01
232.30	-0.96878	1.1225e+01
232.50	-0.96852	1.1370e+01
232.70	-0.96839	1.1414e+01
232.90	-0.96813	1.1544e+01
233.10	-0.96800	1.1632e+01
233.30	-0.96787	1.1707e+01
233.50	-0.96761	1.1849e+01
233.70	-0.96735	1.1928e+01
233.90	-0.96722	1.2037e+01
234.10	-0.96709	1.2121e+01
234.30	-0.96683	1.2263e+01
234.50	-0.96671	1.2332e+01
234.70	-0.96632	1.2406e+01
234.90	-0.96632	1.2541e+01
235.10	-0.96606	1.2590e+01
235.30	-0.96593	1.2724e+01
235.50	-0.96567	1.2823e+01
235.70	-0.96554	1.2955e+01
235.90	-0.96528	1.3014e+01
236.10	-0.96502	1.3096e+01
236.30	-0.96489	1.3238e+01
236.50	-0.96463	1.3292e+01
236.70	-0.96437	1.3443e+01
236.90	-0.96437	1.3526e+01
237.10	-0.96398	1.3669e+01
237.30	-0.96385	1.3746e+01
237.50	-0.96359	1.3872e+01
237.70	-0.96359	1.3977e+01
237.90	-0.96320	1.4066e+01
238.10	-0.96294	1.4196e+01
238.30	-0.96268	1.4309e+01
238.50	-0.96255	1.4414e+01
238.70	-0.96229	1.4501e+01
238.90	-0.96216	1.4608e+01
239.10	-0.96177	1.4760e+01
239.30	-0.96164	1.4847e+01
239.50	-0.96151	1.4979e+01
239.70	-0.96138	1.5078e+01
239.90	-0.96099	1.5182e+01
240.10	-0.96086	1.5263e+01
240.30	-0.96073	1.5412e+01
240.50	-0.96047	1.5545e+01
240.70	-0.96034	1.5630e+01
240.90	-0.96008	1.5797e+01
241.10	-0.95995	1.5858e+01
241.30	-0.95969	1.5984e+01
241.50	-0.95943	1.6067e+01
241.70	-0.95930	1.6217e+01
241.90	-0.95904	1.6319e+01
242.10	-0.95865	1.6424e+01
242.30	-0.95865	1.6571e+01
242.50	-0.95839	1.6665e+01
242.70	-0.95826	1.6816e+01
242.90	-0.95787	1.6898e+01
243.10	-0.95787	1.7043e+01
243.30	-0.95761	1.7141e+01
243.50	-0.95735	1.7260e+01
243.70	-0.95709	1.7358e+01
243.90	-0.95696	1.7461e+01
244.10	-0.95670	1.7606e+01
244.30	-0.95644	1.7755e+01
244.50	-0.95618	1.7904e+01
244.70	-0.95605	1.7988e+01
244.90	-0.95579	1.8099e+01
245.10	-0.95566	1.8235e+01
245.30	-0.95540	1.8316e+01
245.50	-0.95514	1.8489e+01
245.70	-0.95488	1.8591e+01
245.90	-0.95488	1.8730e+01
246.10	-0.95462	1.8863e+01
246.30	-0.95436	1.8969e+01
246.50	-0.95410	1.9112e+01
246.70	-0.95385	1.9210e+01
246.90	-0.95372	1.9368e+01
247.10	-0.95359	1.9479e+01
247.30	-0.95333	1.9599e+01
247.50	-0.95307	1.9695e+01
247.70	-0.95294	1.9816e+01
247.90	-0.95268	1.9940e+01
248.10	-0.95242	2.0072e+01
248.30	-0.95216	2.0209e+01
248.50	-0.95203	2.0330e+01
248.70	-0.95190	2.0460e+01
248.90	-0.95164	2.0541e+01
249.10	-0.95138	2.0725e+01
249.30	-0.95125	2.0827e+01
249.50	-0.95112	2.0947e+01
249.70	-0.95086	2.1109e+01
249.90	-0.95060	2.1190e+01
250.10	-0.95047	2.1344e+01
250.30	-0.95021	2.1452e+01
250.50	-0.94995	2.1647e+01
250.70	-0.94969	2.1740e+01
250.90	-0.94956	2.1849e+01
251.10	-0.94930	2.2033e+01
251.30	-0.94904	2.2127e+01
251.50	-0.94891	2.2255e+01
251.70	-0.94865	2.2417e+01
251.90	-0.94839	2.2541e+01
252.10	-0.94826	2.2669e+01
252.30	-0.94800	2.2801e+01
252.50	-0.94787	2.2940e+01
252.70	-0.94761	2.3034e+01
252.90	-0.94735	2.3191e+01
253.10	-0.94709	2.3326e+01
253.30	-0.94696	2.3465e+01
253.50	-0.94683	2.3582e+01
253.70	-0.94644	2.3738e+01
253.90	-0.94618	2.3876e+01
254.10	-0.94592	2.3970e+01
254.30	-0.94579	2.4173e+01
254.50	-0.94553	2.4247e+01
254.70	-0.94553	2.4424e+01
254.90	-0.94514	2.4518e+01
255.10	-0.94488	2.4674e+01
255.30	-0.94488	2.4787e+01
255.50	-0.94462	2.4919e+01
255.70	-0.94436	2.5101e+01
255.90	-0.94423	2.5201e+01
256.10	-0.94410	2.5335e+01
256.30	-0.94397	2.5451e+01
256.50	-0.94358	2.5628e+01
256.70	-0.94345	2.5749e+01
256.90	-0.94332	2.5813e+01
257.10	-0.94306	2.6010e+01
257.30	-0.94293	2.6151e+01
257.50	-0.94254	2.6270e+01
257.70	-0.94241	2.6405e+01
257.90	-0.94215	2.6596e+01
258.10	-0.94189	2.6712e+01
258.30	-0.94176	2.6831e+01
258.50	-0.94150	2.6997e+01
258.70	-0.94124	2.7077e+01
258.90	-0.94124	2.7228e+01
259.10	-0.94099	2.7392e+01
259.30	-0.94073	2.7571e+01
259.50	-0.94047	2.7689e+01
259.70	-0.94021	2.7825e+01
259.90	-0.94008	2.7998e+01
260.10	-0.93995	2.8079e+01
260.30	-0.93956	2.8269e+01
260.50	-0.93943	2.8382e+01
260.70	-0.93930	2.8564e+01
260.90	-0.93917	2.8638e+01
261.10	-0.93891	2.8800e+01
261.30	-0.93852	2.8952e+01
261.50	-0.93852	2.9056e+01
261.70	-0.93839	2.9253e+01
261.90	-0.93813	2.9362e+01
262.10	-0.93787	2.9562e+01
262.30	-0.93774	2.9675e+01
262.50	-0.93735	2.9869e+01
262.70	-0.93722	3.0023e+01
262.90	-0.93696	3.0132e+01
263.10	-0.93683	3.0302e+01
263.30	-0.93657	3.0422e+01
263.50	-0.93644	3.0593e+01
263.70	-0.93618	3.0688e+01
263.90	-0.93605	3.0896e+01
264.10	-0.93579	3.0989e+01
264.30	-0.93553	3.1139e+01
264.50	-0.93540	3.1326e+01
264.70	-0.93527	3.1416e+01
264.90	-0.93501	3.1604e+01
265.10	-0.93475	3.1717e+01
265.30	-0.93462	3.1920e+01
265.50	-0.93436	3.2058e+01
265.70	-0.93423	3.2176e+01
265.90	-0.93397	3.2351e+01
266.10	-0.93371	3.2464e+01
266.30	-0.93358	3.2664e+01
266.50	-0.93345	3.2799e+01
266.70	-0.93306	3.2980e+01
266.90	-0.93293	3.3104e+01
267.10	-0.93280	3.3238e+01
267.30	-0.93254	3.3396e+01
267.50	-0.93228	3.3516e+01
267.70	-0.93202	3.3707e+01
267.90	-0.93189	3.3836e+01
268.10	-0.93163	3.4017e+01
268.30	-0.93150	3.4143e+01
268.50	-0.93124	3.4294e+01
268.70	-0.93098	3.4486e+01
268.90	-0.93072	3.4586e+01
269.10	-0.93072	3.4783e+01
269.30	-0.93033	3.4922e+01
269.50	-0.93007	3.5077e+01
269.70	-0.93007	3.5203e+01
269.90	-0.92981	3.5367e+01
270.10	-0.92968	3.5523e+01
270.30	-0.92929	3.5613e+01
270.50	-0.92916	3.5847e+01
270.70	-0.92890	3.5950e+01
270.90	-0.92877	3.6127e+01
271.10	-0.92851	3.6244e+01
271.30	-0.92838	3.6424e+01
271.50	-0.92800	3.6583e+01
271.70	-0.92787	3.6716e+01
271.90	-0.92774	3.6901e+01
272.10	-0.92761	3.6985e+01
272.30	-0.92735	3.7132e+01
272.50	-0.92722	3.7256e+01
272.70	-0.92696	3.7426e+01
272.90	-0.92683	3.7558e+01
273.10	-0.92670	3.7659e+01
273.30	-0.92657	3.7802e+01
273.50	-0.92631	3.7913e+01
273.70	-0.92618	3.8094e+01
273.90	-0.92592	3.8182e+01
274.10	-0.92579	3.8356e+01
274.30	-0.92553	3.8448e+01
274.50	-0.92540	3.8602e+01
274.70	-0.92527	3.8783e+01
274.90	-0.92514	3.8873e+01
275.10	-0.92488	3.9031e+01
275.30	-0.92475	3.9169e+01
275.50	-0.92462	3.9316e+01
275.70	-0.92449	3.9421e+01
275.90	-0.92436	3.9579e+01
276.10	-0.92423	3.9707e+01
276.30	-0.92397	3.9809e+01
276.50	-0.92384	3.9997e+01
276.70	-0.92371	4.0108e+01
276.90	-0.92345	4.0262e+01
277.10	-0.92332	4.0373e+01
277.30	-0.92319	4.0558e+01
277.50	-0.92306	4.0658e+01
277.70	-0.92293	4.0786e+01
277.90	-0.92267	4.0972e+01
278.10	-0.92254	4.1060e+01
278.30	-0.92241	4.1200e+01
278.50	-0.92215	4.1339e+01
278.70	-0.92189	4.1527e+01
278.90	-0.92176	4.1646e+01
279.10	-0.92163	4.1785e+01
279.30	-0.92137	4.1962e+01
279.50	-0.92124	4.2039e+01
279.70	-0.92098	4.2169e+01
279.90	-0.92085	4.2306e+01
280.10	-0.92059	4.2474e+01
280.30	-0.92059	4.2602e+01
280.50	-0.92020	4.2736e+01
280.70	-0.92020	4.2901e+01
280.90	-0.91994	4.3016e+01
281.10	-0.91981	4.3178e+01
281.30	-0.91968	4.3296e+01
281.50	-0.91929	4.3460e+01
281.70	-0.91916	4.3575e+01
281.90	-0.91890	4.3703e+01
282.10	-0.91877	4.3854e+01
282.30	-0.91851	4.3963e+01
282.50	-0.91825	4.4140e+01
282.70	-0.91812	4.4262e+01
282.90	-0.91786	4.4437e+01
283.10	-0.91773	4.4537e+01
283.30	-0.91747	4.4648e+01
283.50	-0.91734	4.4780e+01
283.70	-0.91721	4.4911e+01
283.90	-0.91708	4.5069e+01
284.10	-0.91682	4.5184e+01
284.30	-0.91656	4.5367e+01
284.50	-0.91643	4.5493e+01
284.70	-0.91617	4.5608e+01
284.90	-0.91604	4.5753e+01
285.10	-0.91578	4.5849e+01
285.30	-0.91553	4.6067e+01
285.50	-0.91540	4.6172e+01
285.70	-0.91514	4.6308e+01
285.90	-0.91501	4.6419e+01
286.10	-0.91475	4.6587e+01
286.30	-0.91449	4.6683e+01
286.50	-0.91436	4.6814e+01
286.70	-0.91423	4.7003e+01
286.90	-0.91397	4.7093e+01
287.10	-0.91384	4.7251e+01
287.30	-0.91358	4.7362e+01
287.50	-0.91332	4.7522e+01
287.70	-0.91319	4.7635e+01
287.90	-0.91293	4.7757e+01
288.10	-0.91280	4.7919e+01
288.30	-0.91254	4.8036e+01
288.50	-0.91241	4.8185e+01
288.70	-0.91228	4.8292e+01
288.90	-0.91202	4.8473e+01
289.10	-0.91176	4.8569e+01
289.30	-0.91150	4.8666e+01
289.50	-0.91137	4.8828e+01
289.70	-0.91111	4.8947e+01
289.90	-0.91085	4.9094e+01
290.10	-0.91072	4.9214e+01
290.30	-0.91059	4.9348e+01
290.50	-0.91046	4.9455e+01
290.70	-0.91007	4.9596e+01
290.90	-0.90994	4.9734e+01
291.10	-0.90968	4.9805e+01
291.30	-0.90955	5.0001e+01
291.50	-0.90929	5.0086e+01
291.70	-0.90903	5.0223e+01
291.90	-0.90890	5.0345e+01
292.10	-0.90864	5.0483e+01
292.30	-0.90851	5.0586e+01
292.50	-0.90825	5.0682e+01
292.70	-0.90812	5.0852e+01
292.90	-0.90799	5.0942e+01
293.10	-0.90760	5.1083e+01
293.30	-0.90747	5.1207e+01
293.50	-0.90721	5.1339e+01
293.70	-0.90682	5.1448e+01
293.90	-0.90669	5.1527e+01
294.10	-0.90669	5.1721e+01
294.30	-0.90643	5.1823e+01
294.50	-0.90617	5.1981e+01
294.70	-0.90591	5.2047e+01
294.90	-0.90578	5.2228e+01
295.10	-0.90565	5.2324e+01
295.30	-0.90539	5.2419e+01
295.50	-0.90513	5.2598e+01
295.70	-0.90487	5.2681e+01
295.90	-0.90474	5.2828e+01
296.10	-0.90461	5.2903e+01
296.30	-0.90435	5.3078e+01
296.50	-0.90409	5.3152e+01
296.70	-0.90396	5.3248e+01
296.90	-0.90383	5.3394e+01
297.10	-0.90357	5.3466e+01
297.30	-0.90331	5.3609e+01
297.50	-0.90305	5.3694e+01
297.70	-0.90305	5.3829e+01
297.90	-0.90279	5.3910e+01
298.10	-0.90254	5.4025e+01
298.30	-0.90228	5.4136e+01
298.50	-0.90202	5.4208e+01
298.70	-0.90189	5.4371e+01
298.90	-0.90176	5.4458e+01
299.10	-0.90163	5.4588e+01
299.30	-0.90137	5.4659e+01
299.50	-0.90111	5.4791e+01
299.70	-0.90098	5.4893e+01
299.90	-0.90085	5.4957e+01
300.10	-0.90059	5.5105e+01
300.30	-0.90046	5.5205e+01
300.50	-0.90020	5.5312e+01
300.70	-0.90007	5.5386e+01
300.90	-0.89981	5.5487e+01
301.10	-0.89955	5.5585e+01
301.30	-0.89942	5.5689e+01
301.50	-0.89929	5.5823e+01
301.70	-0.89916	5.5890e+01
301.90	-0.89890	5.6003e+01
